,Features,K,Silhouette_Avg,Size,Time
0,"DIST, DN, GN/LS",4,0.393657708484,492867,1822.55999994
1,"DIST, DN, GN/LS",5,0.396173953402,492867,1748.47799993
2,"DIST, DN, GN/LS",6,0.393412581324,492867,1373.60800004
3,"DIST, DN, GN/LS",7,0.396245451287,492867,1767.46000004
4,"DIST, DN, GN/LS",8,0.39851513819,492867,1732.03800011
5,"DIST, DN, GN/LS",9,0.41908748713,492867,1770.7980001
6,"DIST, DN, GN/LS",10,0.417994341248,492867,1636.19200015
