,Features,K,Silhouette_Avg,Size,Time
0,"DN, GN/LS",6,0.48326602857,492867,1500.62400007
1,"DN, GN/LS",7,0.486854722949,492867,1642.42600012
2,"DN, GN/LS",8,0.478871057667,492867,1598.87800002
